Color_exterior,Color_interior,Comfort,Entertainment,Extras,Fuel,Gearbox,Initial_registration,Mileage,Owners,Power,Security,Seller,price
Schwarz,Schwarz,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Klimaautomatik,Lederausstattung,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Schiebedach,Sitzheizung,Start/Stop-Automatik,Tempomat,Windschott(für Cabrio),teilb. Rücksitzbank","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,MP3,Musikstreaming integriert,Radio,Soundsystem,USB","Alufelgen,Innenspiegel automatisch abblendend,Skisack,Sportpaket,Sprachsteuerung",Benzin,Schaltgetriebe,09/2008,150000,3,105 kW (143 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Nebelscheinwerfer,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,5500
Grau,Grau,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bluetooth,Bordcomputer,Freisprecheinrichtung,MP3,Musikstreaming integriert,Radio,USB","Allwetterreifen,Katalysator,Raucherpaket,Tuning",Benzin,Schaltgetriebe,01/2018,72000,1,100 kW (136 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,13250
Schwarz,Schwarz,"Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Multifunktionslenkrad,Navigationssystem,Sitzheizung,Start/Stop-Automatik,Umklappbarer Beifahrersitz","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,Radio","Alufelgen,Sommerreifen,Sportpaket,Sportsitze",Benzin,Schaltgetriebe,11/2013,158000,2,125 kW (170 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,6689
Schwarz,,"Armlehne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Lederlenkrad,Start/Stop-Automatik,Umklappbarer Beifahrersitz","Bordcomputer,CD,MP3,Radio","Alufelgen,Sportsitze",Benzin,Schaltgetriebe,06/2012,165000,,125 kW (170 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Privat,8300
Grau,,"Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,teilb. Rücksitzbank","Bordcomputer,CD,MP3,Radio","Partikelfilter,Stahlfelgen",Diesel,Automatik,08/2008,240000,,105 kW (143 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Notbremsassistent,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Privat,3000
Weiß,,"Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Lederlenkrad,Multifunktionslenkrad,Start/Stop-Automatik,teilb. Rücksitzbank","Bordcomputer,CD,MP3,Radio",Alufelgen,Benzin,Schaltgetriebe,01/2011,100595,,105 kW (143 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Reifendruckkontrollsystem,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Privat,6900
Schwarz,Schwarz,"Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaautomatik,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bluetooth,Bordcomputer,Freisprecheinrichtung,Radio,USB","Alufelgen (17""),Innenspiegel automatisch abblendend,Katalysator,Partikelfilter,Skisack,Sportsitze",Diesel,Automatik,03/2017,128900,2,110 kW (150 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Kurvenlicht,LED-Scheinwerfer,LED-Tagfahrlicht,Nebelscheinwerfer,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Voll-LED Scheinwerfer,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,13990
Schwarz,,"Armlehne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Regensensor,Start/Stop-Automatik","Bluetooth,Bordcomputer,Freisprecheinrichtung,MP3,Radio,USB,W-Lan / Wifi Hotspot",Stahlfelgen,Benzin,Automatik,07/2018,99400,,100 kW (136 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Privat,12000
Grau,Schwarz,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Head-up display,Klimaanlage,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Induktionsladen für Smartphones,Radio,USB,Volldigitales Kombiinstrument,W-Lan / Wifi Hotspot","Alufelgen,Ambientebeleuchtung,E10-geeignet,Gepäckraumabtrennung,Innenspiegel automatisch abblendend,Sportfahrwerk,Sportpaket,Sportsitze,Sprachsteuerung,Touchscreen",Benzin,Schaltgetriebe,12/2020,46130,1,100 kW (136 PS),"ABS,Alarmanlage,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,LED-Scheinwerfer,LED-Tagfahrlicht,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung",Händler,18799
Grau,Velours,"Armlehne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Multifunktionslenkrad,Tempomat,teilb. Rücksitzbank","Bordcomputer,CD,Radio","Alufelgen,Stahlfelgen",Diesel,Schaltgetriebe,03/2005,232500,,90 kW (122 PS),"ABS,Airbag hinten,Alarmanlage,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Notbremsassistent,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,2299
Schwarz,Sonstige,"Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Lederlenkrad,Lichtsensor,Regensensor,Schiebedach,Sitzheizung,Start/Stop-Automatik","Bordcomputer,CD,Radio","Alufelgen,E10-geeignet,Innenspiegel automatisch abblendend,Sportpaket,Sportsitze",Benzin,Schaltgetriebe,06/2008,160000,,105 kW (143 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,4997
Schwarz,,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Multifunktionslenkrad,Navigationssystem,Start/Stop-Automatik,Tempomat","CD,Freisprecheinrichtung,Radio","Alufelgen,Innenspiegel automatisch abblendend,Scheinwerferreinigung,Sprachsteuerung",Benzin,Schaltgetriebe,07/2007,232000,,105 kW (143 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Seitenairbag,Servolenkung,Tagfahrlicht,Xenonscheinwerfer,Zentralverriegelung",Händler,2250
Schwarz,Schwarz,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Kamera,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,Freisprecheinrichtung,Radio,Soundsystem,USB","Allwetterreifen,Alufelgen,Gepäckraumabtrennung,Innenspiegel automatisch abblendend",Benzin,Schaltgetriebe,07/2022,54004,,100 kW (136 PS),"ABS,Alarmanlage,Beifahrerairbag,ESP,Fahrerairbag,Fernlichtassistent,Isofix,LED-Scheinwerfer,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,21990
Schwarz,Sonstige,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Klimaautomatik,Lederausstattung,Multifunktionslenkrad,Regensensor,Schiebedach,Sitzheizung,Tempomat","Bordcomputer,CD,MP3,Radio","Alufelgen,Sportfahrwerk,Sportsitze",Diesel,Schaltgetriebe,06/2012,140818,2,105 kW (143 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Nebelscheinwerfer,Seitenairbag,Servolenkung,Zentralverriegelung",Händler,13990
Weiß,Sonstige,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,teilb. Rücksitzbank","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,MP3,Radio,USB,Volldigitales Kombiinstrument","Alufelgen,Gepäckraumabtrennung,Sommerreifen",Benzin,Automatik,05/2022,7400,1,100 kW (136 PS),"ABS,ESP,Fahrerairbag,Isofix,LED-Scheinwerfer,LED-Tagfahrlicht,Nebelscheinwerfer,Reifendruckkontrollsystem,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,29500
Silber,Stoff,"2-Zonen-Klimaautomatik,Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Induktionsladen für Smartphones,Musikstreaming integriert,Radio,Soundsystem,USB","Allwetterreifen,Alufelgen,E10-geeignet,Pannenkit,Scheinwerferreinigung,Sprachsteuerung",Benzin,Schaltgetriebe,09/2019,34000,2,103 kW (140 PS),"ABS,Abstandswarner,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,LED-Tagfahrlicht,Müdigkeitswarnsystem,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung",Händler,20990
Silber,Braun,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Kamera,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederausstattung,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Schlüssellose Zentralverriegelung,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,Radio,USB","Alufelgen,E10-geeignet,Pannenkit,Sommerreifen,Sprachsteuerung",Benzin,Schaltgetriebe,11/2018,65250,2,100 kW (136 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,LED-Scheinwerfer,LED-Tagfahrlicht,Nebelscheinwerfer,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,18995
Weiß,,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederlenkrad,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,Radio,USB",Alufelgen,Benzin,Schaltgetriebe,05/2019,160000,2,100 kW (136 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Müdigkeitswarnsystem,Nebelscheinwerfer,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,13990
Weiß,Alcantara,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,Radio,USB","Alufelgen,Innenspiegel automatisch abblendend,Sommerreifen,Sportfahrwerk,Sportpaket,Sportsitze,Sprachsteuerung,Winterreifen",Benzin,Schaltgetriebe,11/2015,109775,2,100 kW (136 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kurvenlicht,Müdigkeitswarnsystem,Nachtsicht-Assistent,Nebelscheinwerfer,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,14499
Grau,Stoff,"Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Klimaautomatik,Regensensor,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bordcomputer,CD,MP3,Radio,Soundsystem,USB","Alufelgen (16""),Dachreling,E10-geeignet,Elektronische Parkbremse,Katalysator,Notrad,Reserverad,Skisack,Sommerreifen,Sprachsteuerung",Benzin,Schaltgetriebe,10/2014,152000,2,125 kW (170 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Nebelscheinwerfer,Seitenairbag,Servolenkung,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,9799
Weiß,Stoff,"Armlehne,Beheizbare Frontscheibe,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaautomatik,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Standheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,CD,Freisprecheinrichtung,MP3,Radio,USB","Allwetterreifen,Alufelgen (18""),E10-geeignet,Innenspiegel automatisch abblendend,Stahlfelgen",Benzin,Automatik,12/2016,72000,,100 kW (136 PS),"ABS,Alarmanlage,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,Nebelscheinwerfer,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Privat,15999
SPARKLING BROWN METALLIC,Stoff,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Klimaautomatik,Multifunktionslenkrad,Regensensor,Sitzheizung,Tempomat,teilb. Rücksitzbank","Bordcomputer,CD,Radio","Alufelgen,Sportsitze",Benzin,Schaltgetriebe,03/2018,113000,3,100 kW (136 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Nebelscheinwerfer,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,15450
Weiß,Vollleder,"Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederausstattung,Lederlenkrad,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bordcomputer,CD,Radio","Alufelgen,Scheinwerferreinigung,Sommerreifen,Winterreifen",Benzin,Schaltgetriebe,06/2008,236645,,105 kW (143 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Nebelscheinwerfer,Seitenairbag,Servolenkung,Xenonscheinwerfer,Zentralverriegelung",Händler,5990
Grau,,"Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Klimaautomatik,Lichtsensor,Regensensor,Schiebedach,Sitzheizung,teilb. Rücksitzbank","Bordcomputer,MP3,Radio","Alufelgen,Innenspiegel automatisch abblendend,Skisack",Benzin,Schaltgetriebe,08/2005,178000,,95 kW (129 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Nebelscheinwerfer,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Zentralverriegelung",Privat,2000
Schwarz,Stoff,"2-Zonen-Klimaautomatik,Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Lederlenkrad,Lichtsensor,Lordosenstütze,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Android Auto,Apple CarPlay,Bluetooth,Bordcomputer,DAB-Radio,Freisprecheinrichtung,Induktionsladen für Smartphones,MP3,Musikstreaming integriert,USB,W-Lan / Wifi Hotspot","Alufelgen,Ambientebeleuchtung,Innenspiegel automatisch abblendend,Pannenkit,Partikelfilter,Sommerreifen,Sprachsteuerung,Touchscreen",Benzin,Automatik,12/2020,91000,,103 kW (140 PS),"ABS,Abstandswarner,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Scheinwerfer,LED-Tagfahrlicht,Notbremsassistent,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,19490
Grau,,"4-Zonen-Klimaautomatik,Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Multifunktionslenkrad,Regensensor,Sitzheizung,teilb. Rücksitzbank","Bordcomputer,Radio,Soundsystem","Alufelgen (17""),Innenspiegel automatisch abblendend,Raucherpaket,Winterreifen",Benzin,Schaltgetriebe,01/2006,275000,,95 kW (129 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Kopfairbag,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Privat,1800
Schwarz,Stoff,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Klimaautomatik,Navigationssystem,Schiebedach,Sitzheizung,Sitzheizung hinten,teilb. Rücksitzbank","Bordcomputer,Freisprecheinrichtung,Radio","Ambientebeleuchtung,Dachreling,Reserverad,Stahlfelgen",Benzin,Schaltgetriebe,04/2007,178000,,95 kW (129 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Kopfairbag,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Privat,2500
Schwarz,,"Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Start/Stop-Automatik","Bordcomputer,CD,MP3,Radio","Partikelfilter,Stahlfelgen",Diesel,Schaltgetriebe,04/2013,18700,,105 kW (143 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Privat,7500
Schwarz,Braun,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Kamera,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Elektrische Sitze,Klimaanlage,Klimaautomatik,Lederausstattung,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,Freisprecheinrichtung,Radio,USB","Alufelgen,Ambientebeleuchtung,Gepäckraumabtrennung,Innenspiegel automatisch abblendend,Pannenkit,Sommerreifen,Sportsitze,Sprachsteuerung",Diesel,Schaltgetriebe,02/2019,53350,2,110 kW (150 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,LED-Scheinwerfer,LED-Tagfahrlicht,Nebelscheinwerfer,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,21695
Schwarz,,"Armlehne,Berganfahrassistent,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat,teilb. Rücksitzbank","Bluetooth,Bordcomputer,Freisprecheinrichtung,MP3,Radio",Alufelgen,Benzin,Schaltgetriebe,05/2019,85734,,100 kW (136 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Nebelscheinwerfer,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Tagfahrlicht,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Privat,12499
Schwarz,Sonstige,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Einparkhilfe Sensoren vorne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Klimaautomatik,Lederlenkrad,Lichtsensor,Multifunktionslenkrad,Navigationssystem,Regensensor,Sitzheizung,Start/Stop-Automatik,Tempomat","Bluetooth,Bordcomputer,Freisprecheinrichtung,Induktionsladen für Smartphones,MP3,Musikstreaming integriert,Radio,USB,Volldigitales Kombiinstrument,W-Lan / Wifi Hotspot","Alufelgen (17""),Katalysator,Sprachsteuerung,Touchscreen",Benzin,Schaltgetriebe,01/2020,35441,1,100 kW (136 PS),"ABS,Abstandswarner,Beifahrerairbag,ESP,Fahrerairbag,Geschwindigkeits-begrenzungsanlage,Isofix,Kopfairbag,LED-Tagfahrlicht,Müdigkeitswarnsystem,Notrufsystem,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Spurhalteassistent,Tagfahrlicht,Traktionskontrolle,Verkehrszeichenerkennung,Wegfahrsperre,Zentralverriegelung,Zentralverriegelung mit Funkfernbedienung",Händler,16850
Andere,,"Armlehne,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Lederlenkrad,Start/Stop-Automatik","Bordcomputer,CD,MP3,Radio",Alufelgen,Benzin,Schaltgetriebe,09/2012,230000,,125 kW (170 PS),"ABS,Airbag hinten,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Kopfairbag,Notbremsassistent,Reifendruckkontrollsystem,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Privat,6000
Silber,Schwarz,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Klimaautomatik,Lederlenkrad,Multifunktionslenkrad,Navigationssystem,Regensensor,Start/Stop-Automatik","Bordcomputer,CD,Radio","Alufelgen,Gepäckraumabtrennung,Sommerreifen",Diesel,Automatik,11/2009,270000,,105 kW (143 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Nebelscheinwerfer,Seitenairbag,Servolenkung,Zentralverriegelung",Händler,3990
Weiß,,"2-Zonen-Klimaautomatik,Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Klimaanlage,Lederlenkrad,Multifunktionslenkrad,Sitzheizung,Start/Stop-Automatik","Bordcomputer,CD,Radio","Alufelgen,Innenspiegel automatisch abblendend",Diesel,Schaltgetriebe,07/2011,212581,,105 kW (143 PS),"ABS,Beifahrerairbag,ESP,Fahrerairbag,Isofix,Seitenairbag,Servolenkung,Traktionskontrolle,Wegfahrsperre,Zentralverriegelung",Händler,2980
Schwarz,Vollleder,"Armlehne,Einparkhilfe,Einparkhilfe Sensoren hinten,Elektr. Fensterheber,Elektrische Seitenspiegel,Getönte Scheiben,Klimaanlage,Klimaautomatik,Lederausstattung,Lichtsensor,Multifunktionslenkrad,Regensensor,Schiebedach,Sitzheizung,Start/Stop-Automatik,Tempomat,Windschott(für Cabrio)","Bluetooth,Bordcomputer,MP3,Radio","Alufelgen (16""),Innenspiegel automatisch abblendend,Sportpaket",Benzin,Schaltgetriebe,05/2009,137000,,105 kW (143 PS),"ABS,Beifahrerairbag,Bi-Xenon Scheinwerfer,ESP,Fahrerairbag,Isofix,Nebelscheinwerfer,Seitenairbag,Servolenkung,Xenonscheinwerfer,Zentralverriegelung",Händler,3999
